# 242Pu total cross section. 
# Source: ENDF/B-VIII.0

# E / MeV	CS / barn
1.44E+01	11.8974
1.44E+01	12.0027
1.44E+01	12.1229
1.44E+01	12.2128
1.44E+01	12.2238
1.44E+01	12.3075
1.44E+01	12.4488
1.44E+01	12.5542
1.44E+01	12.6697
1.44E+01	12.7963
1.44E+01	12.9353
1.44E+01	13.0879
1.44E+01	13.2556
1.44E+01	13.4398
1.44E+01	13.6423
1.44E+01	13.8649
1.44E+01	14.1094
1.44E+01	14.3781
1.44E+01	14.6732
1.44E+01	14.8351
1.44E+01	14.9953
1.44E+01	15.3471
1.44E+01	15.6778
1.44E+01	16.1338
1.44E+01	16.6371
1.45E+01	17.1916
1.45E+01	17.8018
1.45E+01	18.4719
1.45E+01	19.2067
1.45E+01	20.0108
1.45E+01	20.889
1.45E+01	21.846
1.45E+01	22.8866
1.45E+01	23.8276
1.45E+01	25.0485
1.45E+01	26.3681
1.45E+01	27.7907
1.45E+01	29.32
1.45E+01	30.8849
1.45E+01	30.9597
1.45E+01	32.7176
1.45E+01	34.5907
1.45E+01	37.2382
1.45E+01	39.8862
1.45E+01	42.7093
1.45E+01	42.7093
1.45E+01	45.7115
1.45E+01	47.2491
1.45E+01	49.9783
1.45E+01	55.1713
1.45E+01	61.6304
1.45E+01	62.4796
1.45E+01	70.1598
1.45E+01	78.8532
1.46E+01	86.7759
1.46E+01	93.2056
1.46E+01	94.0285
1.46E+01	99.4062
1.46E+01	104.929
1.46E+01	107.177
1.46E+01	108.145
1.46E+01	110.936
1.46E+01	113.248
1.46E+01	114.968
1.46E+01	116.172
1.46E+01	117.026
1.46E+01	117.127
1.46E+01	116.901
1.46E+01	115.879
1.46E+01	114.422
1.46E+01	114.224
1.46E+01	112.425
1.46E+01	109.938
1.46E+01	107.005
1.46E+01	104.953
1.46E+01	101.854
1.46E+01	95.9743
1.46E+01	93.3904
1.46E+01	87.3287
1.47E+01	79.5883
1.47E+01	66.5521
1.47E+01	66.5521
1.47E+01	60.7689
1.47E+01	55.3856
1.47E+01	50.9193
1.47E+01	50.803
1.47E+01	46.7117
1.47E+01	43.7483
1.47E+01	40.8563
1.47E+01	37.9657
1.47E+01	35.2909
1.47E+01	34.4587
1.47E+01	33.6255
1.47E+01	32.0526
1.47E+01	30.5713
1.47E+01	29.1794
1.47E+01	27.7171
1.47E+01	26.5794
1.47E+01	25.5125
1.47E+01	24.5136
1.47E+01	23.5799
1.47E+01	22.7084
1.47E+01	21.8962
1.47E+01	21.1402
1.47E+01	20.4375
1.47E+01	19.785
1.47E+01	19.1798
1.47E+01	18.6986
1.48E+01	18.248
1.48E+01	17.9317
1.48E+01	17.8273
1.48E+01	17.4373
1.48E+01	17.0728
1.48E+01	16.7324
1.48E+01	16.4146
1.48E+01	16.118
1.48E+01	15.7098
1.48E+01	15.3418
1.48E+01	15.01
1.48E+01	14.7107
1.48E+01	14.4405
1.48E+01	14.3581
1.48E+01	14.2551
1.48E+01	14.0649
1.48E+01	13.9773
1.48E+01	13.892
1.48E+01	13.7352
1.48E+01	13.5907
1.48E+01	13.4575
1.48E+01	13.2763
1.48E+01	13.1149
1.48E+01	12.9704
1.48E+01	12.8404
1.48E+01	12.723
1.48E+01	12.6163
1.48E+01	12.519
1.48E+01	12.4601
1.48E+01	12.4116
1.48E+01	12.3182
1.48E+01	12.2337
1.48E+01	12.1567
1.49E+01	12.0863
1.49E+01	12.0213
1.49E+01	11.9422
1.49E+01	11.8702
1.49E+01	11.8042
1.49E+01	11.7348
1.49E+01	11.6632
1.49E+01	11.5978
1.49E+01	11.5631
1.49E+01	11.5404
1.49E+01	11.4912
1.49E+01	11.4459
1.49E+01	11.4041
1.49E+01	11.3652
1.50E+01	11.3224
1.50E+01	11.2767
1.50E+01	11.2348
1.50E+01	11.1961
1.50E+01	11.1602
1.50E+01	11.1324
1.50E+01	11.1276
1.50E+01	11.101
1.50E+01	11.0764
1.51E+01	11.0485
1.51E+01	11.0182
1.51E+01	10.9906
1.51E+01	10.965
1.51E+01	10.9414
1.52E+01	10.9194
1.52E+01	10.8988
1.52E+01	10.8793
1.52E+01	10.8566
1.52E+01	10.8437
1.52E+01	10.8311
1.52E+01	10.8221
1.53E+01	10.805
1.53E+01	10.7893
1.53E+01	10.7772
1.53E+01	10.7747
1.54E+01	10.7611
1.54E+01	10.7483
1.54E+01	10.7362
1.55E+01	10.719
1.55E+01	10.7031
1.55E+01	10.6881
1.56E+01	10.6739
1.56E+01	10.6605
1.57E+01	10.6479
1.57E+01	10.6322
1.58E+01	10.6171
1.58E+01	10.6077
1.58E+01	10.6043
1.59E+01	10.5947
1.59E+01	10.5852
1.60E+01	10.5735
1.60E+01	10.5717
1.61E+01	10.5587
1.62E+01	10.5462
1.63E+01	10.5341
1.63E+01	10.5223
1.65E+01	10.5069
1.66E+01	10.4919
1.67E+01	10.4786
1.67E+01	10.4771
1.69E+01	10.4552
1.70E+01	10.4336
1.72E+01	10.4122
1.74E+01	10.3923
1.75E+01	10.3838
1.75E+01	10.3752
1.77E+01	10.3569
1.80E+01	10.3307
1.81E+01	10.3124
1.82E+01	10.3045
1.84E+01	10.2847
1.87E+01	10.2586
1.89E+01	10.2339
1.89E+01	10.2325
1.91E+01	10.2131
1.93E+01	10.1938
1.95E+01	10.1748
1.97E+01	10.1624
1.97E+01	10.1576
1.98E+01	10.1501
2.00E+01	10.1382
2.01E+01	10.1266
2.02E+01	10.1199
2.02E+01	10.117
2.03E+01	10.1032
2.04E+01	10.0897
2.05E+01	10.0767
2.06E+01	10.0703
2.06E+01	10.0644
2.07E+01	10.0566
2.08E+01	10.0493
2.08E+01	10.0425
2.09E+01	10.0364
2.10E+01	10.0309
2.10E+01	10.0277
2.10E+01	10.027
2.11E+01	10.018
2.12E+01	10.0097
2.12E+01	10.0021
2.13E+01	9.99559
2.13E+01	9.99025
2.14E+01	9.98746
2.14E+01	9.98541
2.14E+01	9.98471
2.14E+01	9.98417
2.15E+01	9.98389
2.15E+01	9.98462
2.15E+01	9.98526
2.15E+01	9.98263
2.16E+01	9.97995
2.16E+01	9.97878
2.17E+01	9.97935
2.17E+01	9.98092
2.17E+01	9.98369
2.17E+01	9.98737
2.17E+01	9.98717
2.18E+01	9.98671
2.18E+01	9.98794
2.18E+01	9.99111
2.18E+01	9.99651
2.19E+01	10.0045
2.19E+01	10.0136
2.19E+01	10.0229
2.19E+01	10.0341
2.19E+01	10.0464
2.19E+01	10.0469
2.20E+01	10.0562
2.20E+01	10.0681
2.20E+01	10.083
2.20E+01	10.1014
2.20E+01	10.1212
2.20E+01	10.1405
2.20E+01	10.1412
2.20E+01	10.1579
2.21E+01	10.1781
2.21E+01	10.2023
2.21E+01	10.2309
2.21E+01	10.2647
2.21E+01	10.3044
2.21E+01	10.3464
2.21E+01	10.3632
2.21E+01	10.3841
2.22E+01	10.4243
2.22E+01	10.4712
2.22E+01	10.526
2.22E+01	10.5899
2.22E+01	10.6645
2.22E+01	10.7287
2.22E+01	10.7582
2.22E+01	10.796
2.22E+01	10.8723
2.22E+01	10.9607
2.22E+01	11.0365
2.22E+01	11.1217
2.23E+01	11.2181
2.23E+01	11.2442
2.23E+01	11.3217
2.23E+01	11.4391
2.23E+01	11.5753
2.23E+01	11.6785
2.23E+01	11.7934
2.23E+01	11.9214
2.23E+01	12.0756
2.23E+01	12.1338
2.23E+01	12.2456
2.23E+01	12.4368
2.23E+01	12.6556
2.23E+01	12.9063
2.23E+01	13.0939
2.23E+01	13.2997
2.23E+01	13.5258
2.23E+01	13.7743
2.23E+01	13.9108
2.23E+01	14.045
2.23E+01	14.3407
2.23E+01	14.6664
2.23E+01	15.0253
2.23E+01	15.3999
2.23E+01	15.7878
2.23E+01	16.2109
2.23E+01	16.6719
2.23E+01	17.1742
2.24E+01	17.721
2.24E+01	18.3162
2.24E+01	18.9633
2.24E+01	19.6665
2.24E+01	20.4301
2.24E+01	21.2584
2.24E+01	22.1561
2.24E+01	23.1281
2.24E+01	24.1795
2.24E+01	25.3153
2.24E+01	26.5411
2.24E+01	27.7107
2.24E+01	29.3668
2.24E+01	29.71
2.24E+01	31.1751
2.24E+01	33.1401
2.24E+01	35.2695
2.24E+01	37.5724
2.24E+01	40.0583
2.24E+01	42.4809
2.24E+01	42.7371
2.24E+01	45.6272
2.24E+01	48.6079
2.24E+01	48.7259
2.24E+01	52.0411
2.24E+01	52.813
2.24E+01	55.1028
2.24E+01	59.1107
2.24E+01	63.3855
2.24E+01	63.5479
2.24E+01	67.9474
2.24E+01	72.7855
2.24E+01	76.2568
2.24E+01	77.9071
2.24E+01	86.1282
2.24E+01	90.9547
2.24E+01	94.3251
2.25E+01	104.208
2.25E+01	108.263
2.25E+01	114.725
2.25E+01	123.089
2.25E+01	128.682
2.25E+01	138.851
2.25E+01	144.22
2.25E+01	155.45
2.25E+01	172.343
2.25E+01	174.602
2.25E+01	193.846
2.25E+01	206.334
2.25E+01	213.841
2.25E+01	225.669
2.25E+01	238.028
2.25E+01	239.473
2.25E+01	251.05
2.25E+01	260.553
2.25E+01	268.632
2.25E+01	274.749
2.25E+01	279.657
2.25E+01	279.973
2.26E+01	282.622
2.26E+01	283.932
2.26E+01	283.79
2.26E+01	283.334
2.26E+01	281.146
2.26E+01	276.981
2.26E+01	273.068
2.26E+01	271.09
2.26E+01	263.582
2.26E+01	260.607
2.26E+01	254.616
2.26E+01	247.741
2.26E+01	242.556
2.26E+01	230.537
2.26E+01	226.258
2.26E+01	224.146
2.26E+01	210.598
2.26E+01	207.411
2.26E+01	188.527
2.26E+01	166.23
2.26E+01	153.925
2.27E+01	138.864
2.27E+01	133.744
2.27E+01	123.473
2.27E+01	111.391
2.27E+01	101.732
2.27E+01	93.7073
2.27E+01	86.1663
2.27E+01	79.1177
2.27E+01	72.563
2.27E+01	66.4977
2.27E+01	61.7012
2.27E+01	60.03
2.27E+01	57.2531
2.27E+01	53.139
2.27E+01	50.2617
2.27E+01	47.5564
2.27E+01	45.0168
2.27E+01	44.8185
2.27E+01	42.6478
2.27E+01	40.4321
2.27E+01	38.3621
2.27E+01	36.2756
2.27E+01	34.0587
2.27E+01	34.0586
2.27E+01	32.699
2.27E+01	31.4203
2.27E+01	30.2186
2.27E+01	29.0899
2.27E+01	28.0305
2.27E+01	27.0368
2.28E+01	26.105
2.28E+01	25.6684
2.28E+01	25.2372
2.28E+01	24.4301
2.28E+01	23.6748
2.28E+01	22.9683
2.28E+01	22.3075
2.28E+01	21.6896
2.28E+01	21.1118
2.28E+01	20.5759
2.28E+01	20.4438
2.28E+01	19.8371
2.28E+01	19.2797
2.28E+01	18.7673
2.28E+01	18.3903
2.28E+01	18.2977
2.28E+01	17.8724
2.28E+01	17.4813
2.28E+01	17.1212
2.28E+01	16.7892
2.28E+01	16.4829
2.28E+01	16.1997
2.28E+01	15.9376
2.28E+01	15.7431
2.28E+01	15.696
2.28E+01	15.3749
2.28E+01	15.087
2.28E+01	14.8609
2.28E+01	14.6536
2.28E+01	14.4628
2.28E+01	14.3408
2.28E+01	14.289
2.28E+01	14.0598
2.28E+01	13.8545
2.29E+01	13.669
2.29E+01	13.5
2.29E+01	13.345
2.29E+01	13.2091
2.29E+01	13.2023
2.29E+01	13.0403
2.29E+01	12.9203
2.29E+01	12.7933
2.29E+01	12.6755
2.29E+01	12.5657
2.29E+01	12.4298
2.29E+01	12.3044
2.29E+01	12.2461
2.29E+01	12.1936
2.30E+01	12.0964
2.30E+01	12.0058
2.30E+01	11.9108
2.30E+01	11.8129
2.30E+01	11.7217
2.30E+01	11.6366
2.30E+01	11.6286
2.30E+01	11.5647
2.30E+01	11.4983
2.30E+01	11.436
2.31E+01	11.3773
2.31E+01	11.311
2.31E+01	11.2387
2.31E+01	11.2049
2.31E+01	11.1759
2.31E+01	11.122
2.31E+01	11.0716
2.32E+01	11.0243
2.32E+01	10.9798
2.32E+01	10.9377
2.32E+01	10.8922
2.32E+01	10.8439
2.33E+01	10.7982
2.33E+01	10.791
2.33E+01	10.7618
2.33E+01	10.7289
2.33E+01	10.6977
2.34E+01	10.6681
2.34E+01	10.6509
2.34E+01	10.6399
2.34E+01	10.6115
2.34E+01	10.583
2.35E+01	10.5556
2.35E+01	10.5372
2.35E+01	10.531
2.35E+01	10.5019
2.36E+01	10.4746
2.36E+01	10.4488
2.36E+01	10.4275
2.37E+01	10.4072
2.37E+01	10.3876
2.37E+01	10.3594
2.38E+01	10.3326
2.38E+01	10.3194
2.38E+01	10.3104
2.39E+01	10.2971
2.39E+01	10.2827
2.40E+01	10.2621
2.40E+01	10.2424
2.41E+01	10.2236
2.42E+01	10.2055
2.42E+01	10.1879
2.43E+01	10.1707
2.43E+01	10.1671
2.44E+01	10.1539
2.45E+01	10.1322
2.45E+01	10.1259
2.45E+01	10.1159
2.46E+01	10.102
2.47E+01	10.0885
2.48E+01	10.0753
2.49E+01	10.056
2.51E+01	10.0371
2.52E+01	10.0187
2.53E+01	10.0004
2.54E+01	9.99676
2.54E+01	9.9884
2.56E+01	9.96468
2.58E+01	9.94104
2.59E+01	9.92585
2.60E+01	9.91941
2.61E+01	9.90101
2.64E+01	9.87367
2.64E+01	9.8709
2.67E+01	9.84646
2.70E+01	9.81917
2.73E+01	9.79187
2.76E+01	9.7617
2.76E+01	9.75532
2.80E+01	9.71853
2.84E+01	9.68179
2.86E+01	9.66353
2.88E+01	9.65059
2.92E+01	9.60697
2.98E+01	9.5497
3.00E+01	9.53636
3.05E+01	9.49139
3.11E+01	9.43228
3.13E+01	9.41852
3.18E+01	9.3721
3.22E+01	9.3379
3.25E+01	9.30483
3.26E+01	9.28725
3.29E+01	9.25384
3.34E+01	9.20234
3.38E+01	9.15849
3.39E+01	9.15036
3.45E+01	9.08466
3.47E+01	9.06083
3.48E+01	9.04505
3.50E+01	9.02671
3.53E+01	8.98218
3.57E+01	8.93086
3.59E+01	8.89986
3.61E+01	8.87943
3.64E+01	8.82798
3.67E+01	8.7937
3.69E+01	8.76272
3.70E+01	8.75951
3.70E+01	8.75307
3.72E+01	8.71718
3.75E+01	8.67307
3.77E+01	8.64025
3.79E+01	8.60792
3.80E+01	8.59048
3.81E+01	8.57577
3.83E+01	8.54444
3.83E+01	8.53684
3.84E+01	8.51976
3.85E+01	8.49268
3.87E+01	8.46632
3.88E+01	8.44713
3.88E+01	8.44576
3.89E+01	8.42856
3.89E+01	8.4166
3.91E+01	8.39795
3.91E+01	8.39417
3.91E+01	8.38037
3.92E+01	8.36185
3.93E+01	8.34436
3.94E+01	8.32811
3.95E+01	8.31493
3.95E+01	8.306
3.96E+01	8.2991
3.96E+01	8.29803
3.96E+01	8.2953
3.96E+01	8.28706
3.97E+01	8.27466
3.97E+01	8.26385
3.98E+01	8.25496
3.98E+01	8.2503
3.99E+01	8.24681
3.99E+01	8.24467
3.99E+01	8.24409
4.00E+01	8.24483
4.00E+01	8.24241
4.00E+01	8.23908
4.00E+01	8.23729
4.01E+01	8.23725
4.01E+01	8.23924
4.01E+01	8.24356
4.02E+01	8.25059
4.02E+01	8.26078
4.02E+01	8.26078
4.02E+01	8.26441
4.02E+01	8.27169
4.03E+01	8.28371
4.03E+01	8.29455
4.03E+01	8.30799
4.03E+01	8.32438
4.03E+01	8.34412
4.03E+01	8.36062
4.04E+01	8.36531
4.04E+01	8.38424
4.04E+01	8.4064
4.04E+01	8.43329
4.04E+01	8.43868
4.04E+01	8.46566
4.04E+01	8.50441
4.04E+01	8.53834
4.05E+01	8.56561
4.05E+01	8.57514
4.05E+01	8.61285
4.05E+01	8.65698
4.05E+01	8.69051
4.05E+01	8.74568
4.05E+01	8.8102
4.05E+01	8.83305
4.05E+01	8.86254
4.05E+01	8.91997
4.05E+01	8.98612
4.06E+01	9.06263
4.06E+01	9.15155
4.06E+01	9.25547
4.06E+01	9.32247
4.06E+01	9.33389
4.06E+01	9.41739
4.06E+01	9.51146
4.06E+01	9.63521
4.06E+01	9.77792
4.06E+01	9.9429
4.06E+01	10.0672
4.06E+01	10.2044
4.06E+01	10.3105
4.06E+01	10.3545
4.06E+01	10.5175
4.06E+01	10.6982
4.06E+01	10.8986
4.06E+01	11.121
4.06E+01	11.3676
4.07E+01	11.641
4.07E+01	11.944
4.07E+01	12.2797
4.07E+01	12.6125
4.07E+01	12.9348
4.07E+01	13.2841
4.07E+01	13.6624
4.07E+01	13.8672
4.07E+01	14.0713
4.07E+01	14.5131
4.07E+01	14.9906
4.07E+01	15.5063
4.07E+01	16.0628
4.07E+01	16.6627
4.07E+01	17.309
4.07E+01	18.0043
4.07E+01	18.7516
4.07E+01	19.554
4.07E+01	20.4144
4.07E+01	21.3361
4.07E+01	22.0826
4.07E+01	22.6073
4.07E+01	23.8659
4.07E+01	25.2219
4.07E+01	26.6803
4.07E+01	27.8755
4.07E+01	28.2478
4.07E+01	29.9331
4.08E+01	31.7349
4.08E+01	33.6574
4.08E+01	36.4151
4.08E+01	37.0592
4.08E+01	38.6423
4.08E+01	41.4517
4.08E+01	44.0578
4.08E+01	47.3109
4.08E+01	48.2447
4.08E+01	52.7775
4.08E+01	55.4785
4.08E+01	57.6482
4.08E+01	62.8527
4.08E+01	65.9303
4.08E+01	69.3293
4.08E+01	75.5867
4.08E+01	77.5701
4.08E+01	86.0085
4.08E+01	88.126
4.08E+01	97.0367
4.08E+01	100.763
4.08E+01	108.387
4.09E+01	122.162
4.09E+01	130.994
4.09E+01	134.273
4.09E+01	141.733
4.09E+01	150.583
4.09E+01	150.857
4.09E+01	159.005
4.09E+01	165.49
4.09E+01	170.949
4.09E+01	175.01
4.09E+01	178.161
4.09E+01	178.934
4.09E+01	179.82
4.09E+01	180.439
4.10E+01	180.154
4.10E+01	180.07
4.10E+01	178.343
4.10E+01	176.936
4.10E+01	175.302
4.10E+01	171.03
4.10E+01	170.314
4.10E+01	165.609
4.10E+01	160.49
4.10E+01	159.199
4.10E+01	150.381
4.10E+01	148.481
4.10E+01	139.199
4.10E+01	137.738
4.10E+01	125.997
4.10E+01	124.891
4.11E+01	112.507
4.11E+01	98.9435
4.11E+01	97.5004
4.11E+01	88.8083
4.11E+01	80.1862
4.11E+01	76.5891
4.11E+01	73.6384
4.11E+01	67.1372
4.11E+01	61.8989
4.11E+01	56.9818
4.11E+01	52.3922
4.11E+01	48.1312
4.11E+01	45.4719
4.11E+01	42.6002
4.11E+01	39.583
4.11E+01	37.4689
4.11E+01	35.4785
4.12E+01	35.2372
4.12E+01	33.6172
4.12E+01	32.7356
4.12E+01	31.8727
4.12E+01	30.2393
4.12E+01	28.7124
4.12E+01	27.287
4.12E+01	25.9584
4.12E+01	25.4018
4.12E+01	24.6139
4.12E+01	23.6364
4.12E+01	22.7197
4.12E+01	21.8608
4.12E+01	21.0565
4.12E+01	20.3039
4.12E+01	19.6002
4.12E+01	19.2055
4.12E+01	18.946
4.12E+01	18.3405
4.12E+01	17.7756
4.12E+01	17.2487
4.12E+01	16.7575
4.12E+01	16.2995
4.12E+01	15.8726
4.12E+01	15.4746
4.12E+01	15.4746
4.12E+01	15.1109
4.12E+01	14.7315
4.12E+01	14.3439
4.12E+01	13.9891
4.13E+01	13.6638
4.13E+01	13.3654
4.13E+01	13.2831
4.13E+01	13.0967
4.13E+01	12.8523
4.13E+01	12.6276
4.13E+01	12.4209
4.13E+01	12.2301
4.13E+01	12.0539
4.13E+01	11.8906
4.13E+01	11.6971
4.13E+01	11.6685
4.13E+01	11.4768
4.13E+01	11.3043
4.13E+01	11.168
4.13E+01	11.0424
4.13E+01	10.9261
4.13E+01	10.7708
4.13E+01	10.767
4.13E+01	10.6322
4.14E+01	10.5101
4.14E+01	10.3983
4.14E+01	10.2954
4.14E+01	10.2
4.14E+01	10.0825
4.14E+01	9.97451
4.14E+01	9.8799
4.14E+01	9.79247
4.14E+01	9.71115
4.15E+01	9.63513
4.15E+01	9.54084
4.15E+01	9.50201
4.15E+01	9.4583
4.15E+01	9.38551
4.15E+01	9.31781
4.15E+01	9.25451
4.16E+01	9.19506
4.16E+01	9.13897
4.16E+01	9.06877
4.16E+01	9.04687
4.16E+01	9.00855
4.16E+01	8.95496
4.17E+01	8.9047
4.17E+01	8.85735
4.17E+01	8.81253
4.17E+01	8.75619
4.17E+01	8.73629
4.18E+01	8.71052
4.18E+01	8.69166
4.18E+01	8.6701
4.18E+01	8.63188
4.18E+01	8.59557
4.19E+01	8.54973
4.19E+01	8.50641
4.20E+01	8.46523
4.20E+01	8.45342
4.20E+01	8.43034
4.20E+01	8.39895
4.21E+01	8.36892
4.21E+01	8.32605
4.22E+01	8.28537
4.22E+01	8.2465
4.23E+01	8.20915
4.23E+01	8.17788
4.23E+01	8.17385
4.24E+01	8.16227
4.24E+01	8.13523
4.25E+01	8.09817
4.26E+01	8.0624
4.26E+01	8.02736
4.27E+01	7.99289
4.28E+01	7.94264
4.29E+01	7.89379
4.30E+01	7.88458
4.30E+01	7.84606
4.32E+01	7.78382
4.32E+01	7.77171
4.34E+01	7.7214
4.34E+01	7.70092
4.34E+01	7.69911
4.36E+01	7.6412
4.38E+01	7.5531
4.39E+01	7.52307
4.40E+01	7.46651
4.43E+01	7.38004
4.43E+01	7.35028
4.45E+01	7.30489
4.45E+01	7.29351
4.47E+01	7.19819
4.48E+01	7.16479
4.50E+01	7.1031
4.51E+01	7.05161
4.51E+01	7.03767
4.52E+01	7.00386
4.54E+01	6.89841
4.54E+01	6.89653
4.57E+01	6.79381
4.57E+01	6.77164
4.58E+01	6.75598
4.59E+01	6.6784
4.61E+01	6.59705
4.62E+01	6.55959
4.64E+01	6.45646
4.64E+01	6.44057
4.64E+01	6.4388
4.66E+01	6.30773
4.67E+01	6.2615
4.69E+01	6.19136
4.69E+01	6.17392
4.70E+01	6.1225
4.71E+01	6.02609
4.72E+01	5.97472
4.73E+01	5.92862
4.74E+01	5.89671
4.75E+01	5.82368
4.75E+01	5.82097
4.76E+01	5.71641
4.77E+01	5.68248
4.77E+01	5.65935
4.78E+01	5.60322
4.80E+01	5.48771
4.80E+01	5.48445
4.80E+01	5.45012
4.81E+01	5.36489
4.81E+01	5.36176
4.83E+01	5.24055
4.83E+01	5.23791
4.84E+01	5.20156
4.85E+01	5.10899
4.85E+01	5.10561
4.86E+01	4.97535
4.86E+01	4.97162
4.87E+01	4.93236
4.88E+01	4.83484
4.88E+01	4.83128
4.89E+01	4.72897
4.90E+01	4.7188
4.90E+01	4.68887
4.91E+01	4.61642
4.92E+01	4.53931
4.92E+01	4.50635
4.92E+01	4.49473
4.93E+01	4.42364
4.93E+01	4.38841
4.94E+01	4.30767
4.95E+01	4.27349
4.95E+01	4.26205
4.95E+01	4.18897
4.96E+01	4.15199
4.97E+01	4.07083
4.97E+01	4.03534
4.97E+01	4.02479
4.98E+01	3.95201
4.98E+01	3.91451
4.99E+01	3.83869
4.99E+01	3.83564
5.00E+01	3.79846
5.01E+01	3.7174
5.01E+01	3.68695
5.01E+01	3.65706
5.02E+01	3.60489
5.02E+01	3.57837
5.03E+01	3.51048
5.03E+01	3.49827
5.03E+01	3.48651
5.04E+01	3.44472
5.04E+01	3.43041
5.05E+01	3.38318
5.05E+01	3.37005
5.06E+01	3.33748
5.06E+01	3.32829
5.06E+01	3.31673
5.06E+01	3.28187
5.07E+01	3.26954
5.07E+01	3.23143
5.07E+01	3.2299
5.08E+01	3.20251
5.08E+01	3.19718
5.09E+01	3.19593
5.09E+01	3.18565
5.09E+01	3.18526
5.10E+01	3.1827
5.10E+01	3.184
5.10E+01	3.18659
5.11E+01	3.19238
5.11E+01	3.20087
5.11E+01	3.21323
5.11E+01	3.21598
5.12E+01	3.23631
5.12E+01	3.25257
5.12E+01	3.25706
5.12E+01	3.2909
5.12E+01	3.2909
5.13E+01	3.31867
5.13E+01	3.34024
5.13E+01	3.37172
5.13E+01	3.39175
5.13E+01	3.40383
5.13E+01	3.44039
5.14E+01	3.48226
5.14E+01	3.48796
5.14E+01	3.51756
5.14E+01	3.52918
5.14E+01	3.577
5.14E+01	3.61888
5.14E+01	3.62381
5.15E+01	3.65425
5.15E+01	3.67023
5.15E+01	3.71187
5.15E+01	3.75901
5.15E+01	3.78073
5.15E+01	3.79004
5.15E+01	3.81211
5.15E+01	3.82278
5.15E+01	3.85888
5.15E+01	3.89183
5.16E+01	3.9215
5.16E+01	3.95155
5.16E+01	3.98199
5.16E+01	3.98199
5.16E+01	4.0051
5.16E+01	4.00942
5.16E+01	4.04884
5.16E+01	4.07541
5.16E+01	4.11348
5.16E+01	4.14749
5.16E+01	4.1819
5.16E+01	4.20974
5.16E+01	4.23432
5.16E+01	4.24967
5.16E+01	4.25912
5.16E+01	4.28573
5.17E+01	4.31254
5.17E+01	4.345
5.17E+01	4.37501
5.17E+01	4.39425
5.17E+01	4.42191
5.17E+01	4.43932
5.17E+01	4.46946
5.17E+01	4.49491
5.17E+01	4.52698
5.17E+01	4.55647
5.17E+01	4.55792
5.17E+01	4.56082
5.17E+01	4.58654
5.17E+01	4.61894
5.17E+01	4.64832
5.17E+01	4.68121
5.17E+01	4.71104
5.17E+01	4.74444
5.17E+01	4.78488
5.17E+01	4.81888
5.18E+01	4.85663
5.18E+01	4.8982
5.18E+01	4.90521
5.18E+01	4.91922
5.18E+01	4.94617
5.18E+01	4.98697
5.18E+01	5.02812
5.18E+01	5.07558
5.18E+01	5.12352
5.18E+01	5.176
5.18E+01	5.23728
5.18E+01	5.28694
5.18E+01	5.29935
5.18E+01	5.32034
5.18E+01	5.37515
5.18E+01	5.43062
5.18E+01	5.51488
5.19E+01	5.58132
5.19E+01	5.65824
5.19E+01	5.69724
5.19E+01	5.73625
5.19E+01	5.75604
5.19E+01	5.82028
5.19E+01	5.91804
5.19E+01	6.02846
5.19E+01	6.14085
5.19E+01	6.17519
5.19E+01	6.25529
5.19E+01	6.26695
5.19E+01	6.37969
5.19E+01	6.50717
5.20E+01	6.63697
5.20E+01	6.67664
5.20E+01	6.76919
5.20E+01	6.78267
5.20E+01	6.92674
5.20E+01	7.10326
5.20E+01	7.25368
5.20E+01	7.28376
5.20E+01	7.37611
5.20E+01	7.47474
5.20E+01	7.69342
5.21E+01	7.87403
5.21E+01	7.91807
5.21E+01	8.05901
5.21E+01	8.12486
5.21E+01	8.39528
5.21E+01	8.68326
5.21E+01	8.68326
5.21E+01	8.84644
5.21E+01	8.93352
5.21E+01	9.20092
5.21E+01	9.47483
5.21E+01	9.56842
5.22E+01	9.75561
5.22E+01	9.75561
5.22E+01	10.0616
5.22E+01	10.4149
5.22E+01	10.4553
5.22E+01	10.6977
5.22E+01	10.7831
5.22E+01	11.1783
5.22E+01	11.3139
5.22E+01	11.5851
5.22E+01	11.6472
5.22E+01	12.0231
5.23E+01	12.2758
5.23E+01	12.5117
5.23E+01	12.7208
5.23E+01	13.051
5.23E+01	13.3546
5.23E+01	13.6202
5.23E+01	13.9346
5.23E+01	14.2229
5.23E+01	14.7771
5.23E+01	14.8624
5.23E+01	15.0392
5.23E+01	15.5481
5.24E+01	16.1714
5.24E+01	16.2673
5.24E+01	16.4664
5.24E+01	17.0414
5.24E+01	17.7465
5.24E+01	17.855
5.24E+01	18.0805
5.24E+01	18.7321
5.24E+01	19.5322
5.24E+01	19.6553
5.24E+01	19.9115
5.25E+01	20.6523
5.25E+01	21.563
5.25E+01	21.7032
5.25E+01	21.9952
5.25E+01	22.8403
5.25E+01	23.8808
5.25E+01	24.0409
5.25E+01	24.375
5.25E+01	25.3428
5.25E+01	26.5362
5.25E+01	26.7198
5.25E+01	27.1037
5.26E+01	28.2063
5.26E+01	28.5207
5.26E+01	29.1496
5.26E+01	29.8016
5.26E+01	30.7111
5.26E+01	31.3933
5.26E+01	31.5113
5.26E+01	33.1172
5.26E+01	33.3643
5.26E+01	33.8827
5.26E+01	35.3617
